Order_ID,Order_Date,Customer_ID,Customer_Name,City,Restaurant_Name,Food_Category,Item_Name,Quantity,Order_Value,Discount,Delivery_Fee,Delivery_Time_Minutes,Order_Status,Payment_Method,Restaurant_Rating,Transaction_ID
ORD000994,2024-06-17,CUST01523,Pooja,Delhi,"Burger Hub",Burger,"Paneer Pizza",3,669.31,97.44,92.77,61,Cancelled,Card,3.8,741
ORD000706,2025-09-16,CUST01541,Amit,Mumbai,"Spice Kitchen",Burger,Dosa,2,1246.99,13.01,41.56,22,Delivered,Unknown,4.6,742
ORD000995,2024-10-06,CUST00847,Pooja,Delhi,"Urban Tadka","South Indian",Dosa,1,1998.17,232.19,53.02,28,Pending,Unknown,3.6,743
ORD000288,2025-03-13,CUST00699,Sneha,Bangalore,"Food Factory",Dessert,Margherita,4,2369.41,290.27,26.07,14,Cancelled,Card,4.2,744
ORD000997,2025-09-10,CUST00442,Amit,Bangalore,"Burger Hub",Pizza,"Chicken Biryani",3,1471.05,37.93,43.06,82,Delivered,Card,2.9,745
ORD000911,2025-11-19,CUST00474,Rahul,Bangalore,"Biryani House",Burger,Margherita,6,1541.20,88.63,58.82,43,Delivered,Unknown,3.2,746
ORD000707,2025-02-27,CUST00040,Amit,Pune,"Burger Hub","North Indian","Ice Cream",5,2444.18,254.34,53.39,48,Delivered,Cash,3.5,747
ORD000998,2025-07-11,CUST02961,Rahul,Hyderabad,"Food Factory",Burger,"Chicken Biryani",1,2249.69,96.82,30.85,19,Delivered,UPI,3.5,748
ORD000912,2024-07-17,CUST01346,Rohan,Bangalore,"Biryani House",Pizza,"Chicken Biryani",4,677.13,237.06,47.29,87,Pending,UPI,3.7,749
ORD000999,2025-12-12,CUST01387,Priya,Bangalore,"Burger Hub",Pizza,"Chicken Burger",3,2201.30,140.46,61.62,59,Cancelled,Card,4.7,750
ORD000708,2024-09-13,CUST02883,Sneha,Chennai,"Pizza Point",Biryani,Margherita,6,1249.84,54.43,75.23,59,Delivered,UPI,2.5,751
ORD000913,2025-09-19,CUST01233,Priya,Hyderabad,"Spice Kitchen","North Indian","Ice Cream",6,1944.03,130.35,47.26,39,Delivered,Wallet,3.5,752
ORD001000,2024-03-20,CUST01000,Rahul,Bangalore,"Pizza Point","North Indian","Ice Cream",5,1152.22,209.50,45.99,80,Pending,Wallet,3.4,753
ORD000709,2025-12-02,CUST01565,Rahul,Pune,"Urban Tadka",Dessert,"Chicken Biryani",5,2126.28,84.89,50.97,61,Pending,Cash,3.7,754
ORD000914,2024-08-07,CUST01784,Anjali,Mumbai,"Spice Kitchen","North Indian",Margherita,2,232.60,100.29,43.10,76,Delivered,Unknown,3.4,755
ORD001001,2024-01-17,CUST00792,Anjali,Pune,"Burger Hub",Pizza,Dosa,4,2154.49,24.60,98.98,77,Delivered,Unknown,3.0,756
ORD000710,2025-12-11,CUST01273,Sneha,Mumbai,"Burger Hub",Burger,"Ice Cream",5,1270.83,140.56,22.21,59,Delivered,Cash,3.1,757
ORD000915,2024-04-16,CUST01753,Karan,Delhi,"Pizza Point",Biryani,"Paneer Pizza",1,1790.72,114.77,50.12,11,Pending,Wallet,3.4,758
ORD001002,2024-02-11,CUST00284,Unknown,Hyderabad,"Burger Hub","South Indian","Chicken Burger",2,336.02,75.20,40.79,63,Delivered,UPI,2.8,759
ORD001003,2025-08-31,CUST00952,Pooja,Pune,"Burger Hub",Dessert,"Chicken Burger",6,2053.37,41.65,52.80,29,Delivered,Card,4.4,760
ORD000916,2025-10-05,CUST02333,Karan,Hyderabad,"Food Factory",Burger,Margherita,4,1555.26,238.70,38.39,21,Delivered,Cash,3.8,761
ORD000711,2025-04-28,CUST02101,Amit,Bangalore,"Spice Kitchen","South Indian","Ice Cream",1,807.78,80.79,86.47,39,Pending,Wallet,2.5,762
ORD000357,2025-12-31,CUST01761,Rahul,Hyderabad,"Food Factory",Dessert,"Chicken Biryani",5,381.82,28.80,55.57,40,Delivered,Cash,4.9,763
ORD000917,2025-06-28,CUST02443,Rahul,Bangalore,"Biryani House",Biryani,Margherita,6,1676.59,105.93,43.20,73,Cancelled,Unknown,4.9,764
ORD000918,2024-11-16,CUST01776,Rahul,Bangalore,"Pizza Point",Dessert,"Paneer Pizza",1,1001.22,238.61,50.49,60,Cancelled,UPI,2.7,765
ORD001005,2024-09-14,CUST00624,Sneha,Hyderabad,"Food Factory",Biryani,"Ice Cream",6,414.76,283.53,40.96,25,Pending,Card,2.8,766
ORD000712,2025-08-17,CUST02054,Karan,Hyderabad,"Urban Tadka",Dessert,Dosa,3,2091.45,295.55,49.24,59,Pending,Unknown,4.1,767
ORD000919,2025-11-22,CUST00681,Rahul,Bangalore,"Food Factory",Pizza,"Ice Cream",5,1118.35,63.71,50.42,20,Delivered,Card,4.2,768
ORD001006,2024-08-07,CUST02801,Sneha,Bangalore,"Urban Tadka",Biryani,"Veg Burger",2,1511.70,262.76,40.02,26,Delivered,UPI,4.3,769
ORD000713,2024-04-13,CUST01536,Rohan,Bangalore,"Spice Kitchen",Biryani,Dosa,5,1293.99,195.76,47.45,59,Cancelled,Cash,3.7,770
ORD000920,2024-04-17,CUST01088,Rahul,Delhi,"Burger Hub",Biryani,"Veg Burger",2,1260.74,107.85,70.42,61,Pending,Cash,3.6,771
ORD001007,2025-09-05,CUST01953,Amit,Bangalore,"Spice Kitchen",Burger,"Veg Burger",3,1708.92,40.05,40.83,54,Pending,Unknown,2.7,772
ORD000714,2024-06-29,CUST01319,Rohan,Delhi,"Burger Hub",Burger,"Ice Cream",4,871.84,47.11,83.52,30,Cancelled,Card,4.4,773
ORD000092,2025-04-22,CUST01367,Anjali,Mumbai,"Urban Tadka",Burger,"Chicken Biryani",6,377.17,260.59,71.24,18,Pending,Wallet,3.9,774
ORD001009,2025-01-15,CUST00584,Rahul,Bangalore,"Pizza Point","North Indian",Dosa,2,2435.87,69.59,37.88,74,Delivered,Cash,4.8,775
ORD000715,2024-12-08,CUST00814,Sneha,Pune,"Urban Tadka",Burger,Margherita,1,1948.16,198.22,51.80,46,Delivered,Unknown,3.4,776
ORD000922,2024-08-26,CUST00628,Amit,Bangalore,"Biryani House",Pizza,Dosa,4,1564.69,126.93,59.07,55,Delivered,Wallet,3.1,777
ORD001010,2025-01-01,CUST01467,Pooja,Bangalore,"Urban Tadka",Pizza,"Paneer Pizza",5,1138.93,236.07,25.89,13,Pending,Cash,4.3,778
ORD000923,2024-06-27,CUST02577,Rahul,Delhi,"Pizza Point","South Indian",Margherita,4,1759.34,297.27,87.77,16,Pending,UPI,2.8,779
ORD001011,2024-04-06,CUST01850,Priya,Mumbai,"Burger Hub",Biryani,"Chicken Biryani",5,2152.28,31.42,59.27,39,Delivered,UPI,4.2,780
ORD000716,2024-05-24,CUST01913,Sneha,Mumbai,"Food Factory",Burger,"Chicken Burger",2,1965.36,223.12,58.94,40,Pending,Cash,3.9,781
ORD001012,2024-08-14,CUST02623,Rahul,Chennai,"Biryani House","North Indian",Margherita,2,1689.89,260.14,30.56,81,Delivered,Wallet,4.3,782
ORD000924,2024-06-01,CUST01834,Rohan,Mumbai,"Pizza Point","North Indian","Ice Cream",2,1710.04,45.83,43.78,51,Delivered,Card,5.0,783
ORD001013,2025-09-22,CUST00467,Karan,Pune,"Food Factory",Dessert,"Veg Burger",5,295.58,165.84,71.10,31,Delivered,Card,3.0,784
ORD000925,2024-06-30,CUST02223,Karan,Delhi,"Burger Hub",Dessert,"Chicken Burger",6,1980.39,179.59,86.43,48,Delivered,Card,2.8,785
ORD000717,2024-01-09,CUST02675,Anjali,Delhi,"Burger Hub",Biryani,"Chicken Biryani",5,174.80,173.08,48.75,31,Cancelled,Card,2.7,786
ORD001014,2025-06-24,CUST01201,Priya,Bangalore,"Biryani House",Biryani,"Chicken Biryani",4,1741.41,123.80,25.49,61,Delivered,UPI,2.6,787
ORD000926,2024-02-25,CUST01488,Priya,Bangalore,"Pizza Point",Biryani,Margherita,5,494.43,109.79,31.30,87,Delivered,UPI,3.0,788
ORD000718,2025-07-15,CUST02729,Karan,Bangalore,"Pizza Point","North Indian","Chicken Burger",4,1807.28,142.28,73.22,29,Pending,Cash,4.2,789
ORD001015,2025-01-24,CUST02665,Amit,Bangalore,"Spice Kitchen",Pizza,"Ice Cream",5,405.64,43.63,60.40,58,Delivered,Cash,3.5,790
ORD000927,2025-02-22,CUST02703,Rohan,Bangalore,"Biryani House",Pizza,"Chicken Biryani",5,422.67,90.86,31.30,31,Delivered,Wallet,4.9,791
ORD000719,2024-11-20,CUST00234,Rahul,Bangalore,"Biryani House",Burger,Margherita,5,967.57,115.20,87.40,72,Delivered,Cash,4.9,792
ORD001016,2024-01-26,CUST00350,Anjali,Bangalore,"Spice Kitchen",Dessert,"Chicken Burger",5,1604.60,105.79,94.20,43,Pending,Wallet,4.9,793
ORD000928,2025-10-04,CUST01148,Rohan,Bangalore,"Spice Kitchen","North Indian","Chicken Burger",3,1201.76,270.18,44.93,87,Cancelled,Cash,3.2,794
ORD001017,2025-07-25,CUST00789,Unknown,Delhi,"Urban Tadka",Dessert,"Veg Burger",2,814.29,166.18,63.14,89,Delivered,Card,3.4,795
ORD000929,2025-03-01,CUST02512,Unknown,Mumbai,"Urban Tadka","South Indian",Dosa,2,1033.14,35.15,47.74,21,Delivered,Wallet,3.2,796
ORD000720,2024-07-29,CUST01280,Unknown,Bangalore,"Spice Kitchen",Burger,"Ice Cream",2,2415.70,261.21,33.02,60,Pending,Card,2.5,797
ORD001018,2025-11-02,CUST01403,Priya,Hyderabad,"Urban Tadka",Burger,Dosa,2,773.53,94.86,97.60,45,Pending,Wallet,3.2,798
ORD000930,2025-06-29,CUST01537,Anjali,Delhi,"Burger Hub",Biryani,"Ice Cream",4,1315.09,152.57,59.83,21,Cancelled,Card,3.2,799
ORD000721,2024-01-01,CUST01340,Priya,Bangalore,"Biryani House","North Indian",Margherita,3,1752.16,173.92,56.09,19,Cancelled,Card,2.8,800
ORD001019,2025-04-30,CUST00216,Sneha,Chennai,"Burger Hub",Burger,Dosa,6,183.05,263.94,61.74,53,Delivered,Card,5.0,801
ORD000931,2024-11-06,CUST00268,Karan,Chennai,"Urban Tadka",Biryani,"Veg Burger",2,1502.82,180.34,49.81,87,Cancelled,UPI,3.0,802
ORD001020,2024-04-18,CUST01626,Sneha,Pune,"Pizza Point",Dessert,"Ice Cream",1,453.93,204.64,20.97,25,Pending,UPI,4.8,803
ORD000932,2024-11-10,CUST02236,Rahul,Delhi,"Food Factory",Pizza,"Paneer Pizza",4,1357.74,197.34,59.73,29,Delivered,Unknown,4.2,804
ORD000723,2025-02-12,CUST02678,Priya,Delhi,"Spice Kitchen","North Indian",Margherita,5,1546.20,200.84,78.88,55,Delivered,Wallet,2.5,805
ORD001021,2025-01-15,CUST00414,Rohan,Mumbai,"Urban Tadka",Burger,"Chicken Burger",4,510.42,105.76,80.56,16,Delivered,Card,3.7,806
ORD000933,2024-11-19,CUST02674,Anjali,Mumbai,"Spice Kitchen",Pizza,Dosa,5,260.47,278.05,42.43,84,Delivered,Unknown,4.9,807
ORD001022,2025-12-25,CUST02744,Rahul,Delhi,"Spice Kitchen",Biryani,"Chicken Biryani",1,828.65,212.74,57.48,39,Delivered,Card,3.5,808
ORD000934,2024-03-23,CUST01042,Rohan,Delhi,"Spice Kitchen","North Indian","Chicken Biryani",5,1515.21,180.81,61.45,58,Delivered,Wallet,4.3,809
ORD000383,2025-06-14,CUST01184,Rohan,Delhi,"Urban Tadka","South Indian","Paneer Pizza",2,1443.09,132.71,41.00,26,Cancelled,Card,2.9,810
ORD000935,2025-09-14,CUST02142,Pooja,Bangalore,"Spice Kitchen",Dessert,"Chicken Burger",1,2276.20,238.93,57.43,31,Delivered,UPI,4.5,811
ORD001024,2024-07-02,CUST02136,Pooja,Chennai,"Burger Hub",Burger,"Paneer Pizza",6,919.85,199.70,72.62,62,Delivered,Cash,4.3,812
ORD001025,2025-05-08,CUST01195,Rohan,Bangalore,"Biryani House",Dessert,"Paneer Pizza",3,2498.05,181.34,49.61,15,Delivered,Unknown,4.4,813
ORD000936,2025-06-27,CUST01976,Pooja,Bangalore,"Urban Tadka",Burger,Margherita,3,1739.44,128.02,70.84,69,Cancelled,UPI,2.6,814
ORD001026,2025-01-28,CUST01123,Rohan,Pune,"Spice Kitchen",Dessert,"Ice Cream",5,1972.51,277.15,95.27,36,Delivered,Unknown,2.7,815
ORD000937,2025-01-03,CUST02672,Unknown,Chennai,"Biryani House",Biryani,Dosa,6,1619.18,35.45,85.74,18,Delivered,Unknown,4.9,816
ORD001027,2025-08-25,CUST00674,Amit,Pune,"Spice Kitchen",Pizza,"Chicken Biryani",6,367.86,36.44,68.87,26,Delivered,UPI,4.8,817
ORD001028,2025-03-31,CUST02169,Priya,Bangalore,"Biryani House","South Indian","Chicken Burger",2,1576.35,245.75,63.12,47,Delivered,Unknown,3.2,818
ORD000938,2024-01-27,CUST02200,Priya,Bangalore,"Burger Hub",Pizza,"Veg Burger",6,1696.91,266.50,48.75,63,Delivered,Card,3.4,819
ORD001029,2025-11-08,CUST00996,Amit,Bangalore,"Food Factory","North Indian","Chicken Burger",4,1526.23,105.75,66.79,27,Cancelled,UPI,4.8,820
ORD000939,2025-03-04,CUST01302,Anjali,Hyderabad,"Pizza Point",Pizza,Margherita,6,506.42,143.42,30.37,69,Delivered,Unknown,2.9,821
ORD001030,2025-08-31,CUST00047,Anjali,Bangalore,"Pizza Point","North Indian","Chicken Biryani",1,1751.11,94.64,65.17,83,Pending,Unknown,3.8,822
ORD000724,2024-08-08,CUST00370,Unknown,Delhi,"Spice Kitchen",Burger,Dosa,2,583.55,40.96,61.06,71,Delivered,Unknown,4.9,823
ORD000940,2025-07-09,CUST00001,Rohan,Delhi,"Biryani House",Dessert,"Ice Cream",2,1592.55,10.52,49.07,90,Delivered,Cash,4.6,824
ORD001031,2025-01-06,CUST02872,Rohan,Hyderabad,"Biryani House",Burger,Dosa,3,1687.53,11.19,54.90,84,Delivered,Cash,3.1,825
ORD000725,2024-01-31,CUST02062,Rohan,Hyderabad,"Biryani House","South Indian","Paneer Pizza",4,2293.05,117.45,51.78,39,Cancelled,Wallet,4.1,826
ORD001032,2024-12-30,CUST01075,Sneha,Bangalore,"Food Factory",Biryani,"Veg Burger",5,951.70,36.94,77.81,71,Delivered,Unknown,3.9,827
ORD001033,2025-09-13,CUST01928,Anjali,Delhi,"Biryani House",Dessert,Dosa,5,1941.87,133.40,28.14,70,Delivered,Cash,4.1,828
ORD000726,2025-01-13,CUST02771,Amit,Delhi,"Spice Kitchen",Pizza,Margherita,3,1604.45,247.47,28.43,22,Delivered,UPI,3.4,829
ORD001034,2025-04-19,CUST01988,Rahul,Hyderabad,"Biryani House",Pizza,"Ice Cream",2,1830.45,136.42,42.03,74,Delivered,Unknown,4.8,830
ORD000941,2024-03-13,CUST01222,Rohan,Pune,"Biryani House",Burger,"Chicken Burger",3,1303.20,81.26,84.73,10,Pending,Cash,3.7,831
ORD001035,2025-12-27,CUST00687,Unknown,Delhi,"Biryani House","South Indian",Dosa,3,653.22,246.56,46.62,53,Delivered,UPI,4.4,832
ORD000942,2024-03-15,CUST01082,Sneha,Mumbai,"Food Factory",Burger,"Chicken Burger",1,1614.70,16.15,39.53,25,Delivered,Card,2.7,833
ORD000727,2024-01-01,CUST01800,Karan,Chennai,"Spice Kitchen",Dessert,"Chicken Burger",1,271.19,16.24,34.81,35,Delivered,UPI,4.3,834
ORD001036,2024-10-11,CUST00879,Priya,Bangalore,"Burger Hub","North Indian","Paneer Pizza",3,558.27,5.47,26.79,62,Delivered,Wallet,2.9,835
ORD000943,2024-09-29,CUST02199,Pooja,Bangalore,"Urban Tadka",Pizza,"Veg Burger",5,1168.18,96.26,29.44,79,Delivered,Card,3.8,836
ORD000728,2024-07-10,CUST00523,Amit,Chennai,"Burger Hub","North Indian",Dosa,5,937.13,221.94,84.49,23,Pending,Wallet,2.5,837
ORD001037,2025-01-06,CUST01095,Sneha,Bangalore,"Urban Tadka",Biryani,"Ice Cream",1,1718.06,27.95,38.95,36,Delivered,Cash,3.3,838
ORD000944,2024-09-27,CUST01796,Karan,Bangalore,"Burger Hub","South Indian","Chicken Biryani",5,635.58,127.19,39.38,85,Delivered,UPI,4.5,839
ORD000729,2025-10-13,CUST00086,Amit,Chennai,"Spice Kitchen",Dessert,"Chicken Burger",5,1075.87,250.84,99.19,14,Delivered,Unknown,4.9,840
ORD001038,2025-11-24,CUST01440,Amit,Delhi,"Food Factory",Biryani,"Veg Burger",3,852.75,217.61,57.78,51,Delivered,Wallet,3.4,841
ORD001039,2024-11-18,CUST02745,Rahul,Bangalore,"Biryani House",Burger,"Veg Burger",5,606.79,52.44,20.42,66,Delivered,Wallet,3.9,842
ORD001040,2025-02-08,CUST00430,Pooja,Delhi,"Urban Tadka","South Indian","Paneer Pizza",2,2427.72,252.94,25.82,31,Cancelled,Card,4.2,843
ORD000945,2024-10-05,CUST01620,Anjali,Bangalore,"Food Factory",Dessert,Dosa,3,1859.51,160.51,64.95,50,Cancelled,Wallet,4.5,844
ORD000730,2025-02-09,CUST02538,Anjali,Bangalore,"Food Factory","South Indian","Chicken Burger",6,1948.73,219.59,92.23,21,Delivered,Unknown,3.1,845
ORD000731,2024-07-11,CUST00358,Rohan,Chennai,"Food Factory",Pizza,Margherita,2,1649.06,265.46,46.79,18,Delivered,UPI,3.5,846
ORD000946,2024-03-19,CUST01340,Sneha,Delhi,"Burger Hub",Dessert,Dosa,3,2189.83,291.53,90.76,88,Delivered,UPI,2.5,847
ORD000947,2024-10-13,CUST00006,Priya,Delhi,"Biryani House",Biryani,"Ice Cream",5,1378.62,279.74,84.73,63,Delivered,Unknown,2.9,848
ORD000732,2024-03-24,CUST02820,Unknown,Bangalore,"Burger Hub",Biryani,Dosa,4,1184.92,267.21,23.45,30,Delivered,UPI,3.8,849
ORD001041,2025-01-23,CUST02966,Priya,Bangalore,"Urban Tadka",Biryani,"Chicken Biryani",3,2185.58,102.64,35.02,56,Cancelled,Unknown,3.3,850
ORD000733,2024-02-11,CUST00272,Amit,Hyderabad,"Urban Tadka","South Indian","Chicken Biryani",5,640.66,216.45,56.49,45,Cancelled,UPI,4.4,851
ORD000948,2024-03-24,CUST02653,Anjali,Hyderabad,"Food Factory","South Indian","Chicken Burger",5,1641.36,197.19,54.20,17,Delivered,Unknown,3.4,852
ORD001042,2025-11-17,CUST01130,Rahul,Mumbai,"Pizza Point","North Indian","Ice Cream",3,530.03,212.30,26.17,69,Delivered,Unknown,2.8,853
ORD000734,2025-01-26,CUST00473,Amit,Bangalore,"Spice Kitchen",Biryani,"Ice Cream",5,311.58,153.63,49.06,26,Delivered,Card,3.1,854
ORD000949,2024-10-11,CUST02525,Priya,Delhi,"Burger Hub",Burger,"Paneer Pizza",2,1133.11,115.73,85.04,45,Cancelled,Cash,4.2,855
ORD001043,2025-03-08,CUST02289,Anjali,Mumbai,"Biryani House",Dessert,"Paneer Pizza",6,503.06,81.66,62.88,57,Delivered,Unknown,3.5,856
ORD001044,2025-12-07,CUST00822,Sneha,Delhi,"Biryani House",Biryani,"Veg Burger",2,2320.01,271.26,73.76,20,Delivered,Unknown,3.0,857
ORD001045,2024-02-25,CUST01168,Pooja,Bangalore,"Pizza Point","North Indian",Dosa,2,233.22,227.76,45.64,72,Delivered,Card,4.4,858
ORD000403,2025-05-11,CUST02797,Anjali,Bangalore,"Urban Tadka",Biryani,"Chicken Biryani",1,1174.73,36.88,88.08,11,Cancelled,Unknown,2.7,859
ORD000735,2024-11-16,CUST01825,Anjali,Delhi,"Spice Kitchen","North Indian",Dosa,1,2182.55,174.16,94.76,53,Pending,UPI,4.1,860
ORD001046,2025-05-05,CUST00107,Rohan,Delhi,"Burger Hub",Burger,"Chicken Biryani",1,1091.72,192.53,72.60,48,Cancelled,Card,2.5,861
ORD000736,2025-08-17,CUST00699,Rahul,Mumbai,"Pizza Point","North Indian","Chicken Biryani",4,676.64,124.29,99.64,26,Delivered,UPI,4.5,862
ORD001047,2024-12-24,CUST00925,Rahul,Bangalore,"Pizza Point",Biryani,"Chicken Burger",2,913.01,114.62,36.60,15,Delivered,Unknown,5.0,863
ORD000953,2025-02-23,CUST00456,Sneha,Bangalore,"Food Factory",Biryani,"Chicken Biryani",5,856.52,9.78,81.91,60,Pending,UPI,4.3,864
ORD001048,2025-04-28,CUST02542,Rahul,Bangalore,"Urban Tadka",Pizza,"Chicken Biryani",6,872.39,30.65,67.68,62,Pending,Wallet,3.2,865
ORD000954,2024-10-28,CUST00084,Anjali,Pune,"Spice Kitchen","North Indian","Paneer Pizza",6,2336.08,120.98,82.60,22,Delivered,Cash,2.5,866
ORD000738,2024-02-11,CUST02486,Pooja,Bangalore,"Spice Kitchen",Biryani,Dosa,2,369.25,30.11,71.30,71,Delivered,Unknown,2.6,867
ORD001049,2025-03-06,CUST01337,Rohan,Hyderabad,"Urban Tadka",Biryani,"Chicken Burger",4,2353.44,214.53,92.44,67,Pending,Card,2.7,868
ORD000955,2025-11-19,CUST02821,Rohan,Chennai,"Burger Hub",Dessert,"Chicken Biryani",3,1867.64,98.11,43.43,21,Delivered,Card,3.8,869
ORD000739,2024-01-29,CUST02740,Rohan,Pune,"Spice Kitchen","South Indian","Chicken Burger",2,791.84,23.96,84.17,84,Delivered,Wallet,3.3,870
ORD001050,2025-03-28,CUST00814,Anjali,Mumbai,"Biryani House",Dessert,Margherita,3,1462.79,153.06,82.79,75,Delivered,UPI,4.5,871
ORD000956,2024-10-21,CUST02300,Rahul,Delhi,"Food Factory","South Indian","Paneer Pizza",2,2067.87,52.20,88.19,12,Cancelled,Card,3.3,872
ORD000740,2025-10-18,CUST00605,Unknown,Pune,"Biryani House","North Indian","Ice Cream",5,1853.87,275.33,65.57,31,Delivered,Wallet,4.9,873
ORD001052,2025-04-16,CUST02358,Anjali,Bangalore,"Urban Tadka","South Indian","Chicken Burger",3,1137.31,89.09,75.18,47,Delivered,Unknown,3.8,874
ORD000957,2024-03-04,CUST01540,Anjali,Pune,"Pizza Point",Pizza,"Chicken Biryani",3,2435.71,289.58,56.39,29,Delivered,Unknown,4.6,875
ORD000741,2024-11-07,CUST02947,Amit,Bangalore,"Food Factory",Dessert,"Paneer Pizza",3,2090.07,115.59,54.97,74,Delivered,UPI,3.4,876
ORD001053,2024-03-20,CUST00367,Amit,Bangalore,"Spice Kitchen",Pizza,Margherita,2,2062.97,288.34,48.41,87,Pending,UPI,2.8,877
ORD000742,2025-07-29,CUST02073,Anjali,Bangalore,"Biryani House",Burger,"Veg Burger",3,2099.03,88.87,56.49,26,Pending,Cash,3.8,878
ORD001054,2024-08-21,CUST00831,Anjali,Mumbai,"Spice Kitchen",Biryani,"Paneer Pizza",4,303.75,64.27,95.14,40,Delivered,Cash,3.2,879
ORD000958,2025-12-15,CUST02245,Rahul,Chennai,"Urban Tadka",Biryani,Margherita,2,769.93,135.12,82.72,89,Delivered,Cash,4.9,880
ORD001055,2024-11-06,CUST02795,Pooja,Bangalore,"Food Factory","South Indian","Chicken Burger",5,441.24,3.74,53.20,73,Pending,Unknown,4.8,881
ORD000959,2024-08-27,CUST00434,Anjali,Bangalore,"Food Factory",Burger,"Ice Cream",3,2382.80,174.03,67.36,84,Delivered,Unknown,3.8,882
ORD000960,2025-11-01,CUST01871,Amit,Mumbai,"Biryani House",Dessert,"Chicken Burger",1,943.47,4.74,79.56,65,Delivered,Wallet,2.8,883
ORD001056,2024-03-04,CUST01017,Anjali,Delhi,"Food Factory","North Indian","Ice Cream",1,1303.63,92.99,49.87,38,Cancelled,Cash,4.7,884
ORD000961,2024-01-18,CUST00347,Karan,Bangalore,"Urban Tadka",Pizza,"Ice Cream",2,1845.41,6.23,74.32,32,Cancelled,UPI,2.6,885
ORD001057,2024-11-05,CUST01929,Anjali,Mumbai,"Burger Hub",Pizza,"Chicken Biryani",5,2259.72,281.87,32.33,36,Delivered,Wallet,4.9,886
ORD000962,2025-08-07,CUST02919,Amit,Mumbai,"Biryani House",Burger,"Chicken Burger",4,2089.77,11.43,83.91,19,Delivered,Unknown,2.9,887
ORD001058,2025-08-16,CUST02865,Sneha,Hyderabad,"Burger Hub","North Indian",Margherita,6,2278.29,246.76,80.09,73,Pending,Unknown,4.9,888
ORD001059,2024-04-26,CUST02864,Karan,Pune,"Urban Tadka","South Indian","Veg Burger",1,519.33,25.94,22.04,47,Delivered,UPI,4.0,889
ORD000963,2025-09-25,CUST01725,Anjali,Delhi,"Burger Hub","South Indian","Paneer Pizza",4,1875.27,217.26,54.88,42,Delivered,Cash,4.4,890
ORD001060,2024-07-27,CUST00100,Karan,Bangalore,"Burger Hub",Pizza,"Paneer Pizza",3,1397.35,279.06,40.90,60,Cancelled,Wallet,3.1,891
ORD000964,2025-03-17,CUST02142,Rahul,Hyderabad,"Food Factory",Pizza,"Chicken Biryani",3,1176.46,223.35,24.44,35,Cancelled,Unknown,2.7,892
ORD000965,2024-11-22,CUST02336,Anjali,Bangalore,"Urban Tadka",Biryani,"Chicken Burger",6,2138.71,15.69,53.89,31,Cancelled,UPI,2.6,893
ORD001061,2025-12-30,CUST01551,Rohan,Bangalore,"Biryani House",Dessert,Dosa,5,1382.87,9.42,31.11,66,Delivered,Card,4.4,894
ORD000966,2024-05-21,CUST00017,Pooja,Pune,"Pizza Point",Biryani,"Veg Burger",6,1061.05,137.28,75.43,43,Pending,Card,5.0,895
ORD001062,2025-11-12,CUST02592,Rohan,Delhi,"Biryani House",Burger,Dosa,5,935.74,41.91,82.19,84,Delivered,UPI,3.8,896
ORD000967,2024-08-16,CUST00750,Priya,Mumbai,"Urban Tadka","South Indian","Veg Burger",3,604.28,117.50,73.67,27,Delivered,Cash,2.9,897
ORD001063,2025-09-08,CUST00687,Rahul,Bangalore,"Biryani House","North Indian","Chicken Burger",2,2366.24,82.21,29.58,82,Delivered,Wallet,3.2,898
ORD000743,2025-01-13,CUST00388,Rohan,Delhi,"Burger Hub",Pizza,"Chicken Burger",2,413.79,22.66,43.49,52,Delivered,Wallet,4.7,899
ORD001064,2024-04-13,CUST02234,Rahul,Bangalore,"Pizza Point",Pizza,"Chicken Burger",5,540.18,164.74,24.46,89,Delivered,UPI,3.4,900
ORD000744,2025-08-28,CUST01714,Anjali,Pune,"Biryani House",Burger,"Veg Burger",5,2213.86,97.86,43.23,24,Pending,Unknown,3.9,901
ORD000968,2025-08-11,CUST01132,Rohan,Mumbai,"Spice Kitchen","South Indian",Margherita,2,1065.78,168.42,25.96,61,Delivered,Card,3.6,902
ORD001065,2024-12-13,CUST00311,Anjali,Bangalore,"Spice Kitchen",Pizza,"Veg Burger",6,2416.94,74.92,42.74,83,Delivered,Wallet,4.5,903
ORD000969,2024-06-16,CUST01726,Anjali,Mumbai,"Urban Tadka",Dessert,"Paneer Pizza",6,1801.10,37.42,32.01,43,Cancelled,Cash,3.6,904
ORD000745,2024-08-01,CUST00819,Karan,Hyderabad,"Pizza Point","North Indian",Dosa,2,1044.11,99.90,47.18,25,Pending,Card,2.6,905
ORD000746,2025-08-11,CUST02490,Rohan,Bangalore,"Biryani House","South Indian","Ice Cream",6,239.55,189.09,70.64,12,Cancelled,Wallet,3.0,906
ORD000970,2025-04-05,CUST02849,Priya,Delhi,"Spice Kitchen","South Indian",Dosa,5,286.07,246.57,46.77,41,Delivered,UPI,3.3,907
ORD000747,2025-08-26,CUST00927,Rohan,Mumbai,"Pizza Point","South Indian","Paneer Pizza",6,1746.98,68.74,83.14,46,Delivered,Wallet,3.6,908
ORD000971,2024-05-16,CUST00624,Rahul,Delhi,"Biryani House",Pizza,"Ice Cream",6,1270.53,181.91,91.79,15,Delivered,UPI,3.3,909
